rx	ry	rz	vx	vy	vz	time	mass	ax	ay	bx	by	cx	cy	rw	rn	flags	ui
  6.113854 	 -0.607237 	  3.000329 	2645.414307 	 -0.000000 	114745.085938 	  8.20 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	126.320702 	    1 	20316 	  128 	20574
  5.316180 	 -0.547444 	  3.003137 	-3714.887207 	 -0.000000 	116157.007813 	  8.85 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	123.168213 	    1 	20330 	  128 	20588
  5.538184 	  2.984615 	  3.001907 	420.502747 	 -0.000000 	115225.382813 	  8.93 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	125.209091 	    1 	21157 	  128 	21415
  5.510315 	  3.027325 	  3.000717 	-1057.548218 	 -0.000000 	115815.859375 	  8.77 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	124.476830 	    1 	21167 	  128 	21425
  6.077702 	  3.411708 	  3.000671 	3098.385498 	 -0.000000 	114794.976563 	  8.30 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	126.546074 	    1 	21257 	  128 	21515
  5.925717 	 -0.555986 	  3.000757 	3532.261719 	 -0.000000 	114667.382813 	  8.55 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	126.764404 	    1 	22328 	  128 	22586
  5.874131 	  3.415979 	  3.002286 	2697.260010 	 -0.000000 	114675.312500 	  8.56 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	126.347397 	    1 	23258 	  128 	23516
  5.802337 	 -0.936099 	  3.002505 	-1139.298706 	 -0.000000 	115556.562500 	  8.44 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	124.435127 	    1 	24239 	  128 	24497
  5.872701 	 -0.739636 	  3.003841 	386.801666 	 -0.000000 	115219.625000 	  8.40 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	125.192345 	    1 	24285 	  128 	24543
  6.015266 	 -0.731094 	  3.002741 	3322.656006 	 -0.000000 	114808.101563 	  8.39 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	126.657730 	    1 	24287 	  128 	24545
  5.918812 	 -0.654217 	  3.000610 	3246.988770 	 -0.000000 	114699.843750 	  8.53 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	126.621529 	    1 	24305 	  128 	24563
  5.894943 	 -0.611508 	  3.003303 	3218.066895 	 -0.000000 	114829.414063 	  8.56 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	126.605278 	    1 	24315 	  128 	24573
  5.875437 	 -0.470567 	  3.001738 	564.427856 	 -0.000000 	115312.101563 	  8.48 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	125.280449 	    1 	24348 	  128 	24606
  5.726690 	  3.065763 	  3.001000 	-2149.157227 	 -0.000000 	116116.914063 	  8.44 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	123.939659 	    1 	25176 	  128 	25434
  5.757139 	  3.202432 	  3.001579 	-1088.680542 	 -0.000000 	115493.398438 	  8.45 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	124.459923 	    1 	25208 	  128 	25466
